Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Development),Custom field (Due data),Custom field (Epic Name),Custom field (Issue color),Custom field (Rank),Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Time stamp),Custom field (Vulnerability),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Add valuation letter/insurance sticker upload on the reference agent option while initiating on the web and app,SR-1517,14188,Task,Todo,SR,Support,software,Esther,5f76d891e31b69006f9b1873,,Highest,,Shivam Vyas,712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f,Peris Odhiambo,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,Peris Odhiambo,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,06/Jan/26 9:29 AM,27/Jan/26 4:24 PM,27/Jan/26 4:24 PM,,,0,,,,,,,Keval Garala,Peris Odhiambo,Shivam Vyas,,,,557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i00ait:,,,,,,,,,"12/Jan/26 8:35 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 


# Are both options (valuation letter and insurance sticker upload) implemented for the Reference Agent on both Web and App?
# In the Solver app, currently only the valuation letter option is available.
Is the insurance sticker upload option not implemented yet and needs to be added, or is it intentionally out of scope?","12/Jan/26 9:50 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] 1. Yes 
2.We don't need to do any change to the solver app","19/Jan/26 4:22 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 

Regarding this ticket, we need one clarification before proceeding further.

When the solver opens the valuation/assessment screen, should the documents uploaded by the Reference Agent (Valuation Letter and Insurance Sticker):

* Be visible to the solver as read-only during the valuation process, or
* Should the solver also be allowed to re-upload or replace these documents if required?

If solver re-upload is required, we will also need to make corresponding changes in the solver app UI and flow.","20/Jan/26 9:37 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] For now it could be read-only they need to be able to see it so that they confirm it matches the car.
We would advise if necessary change is needed ahead","27/Jan/26 12:37 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] While testing the application, we had a question:
Do we need to upload both images for all request types, and are both images mandatory in all types of request?",27/Jan/26 12:54 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] This applies to valuations requests only,27/Jan/26 12:54 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] It’s required or optional?,27/Jan/26 12:57 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] its optional ,"27/Jan/26 4:23 PM;712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] Hello,
Can you please confirm it’s necessary or Optional.
We cannot make both on same.",27/Jan/26 4:24 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f] it is optional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Progress,06/Jan/26 9:29 AM
"Include KYC in Combined Report when triggered for normal valuation & Implement Automatic Combined Reports for APA and GA Insurance. Currently, when the Combined Report button is triggered for normal valuations, the KYC section is blank.",SR-1516,14155,Task,Todo,SR,Support,software,Esther,5f76d891e31b69006f9b1873,,Highest,,Shivam Vyas,712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f,Peris Odhiambo,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,Peris Odhiambo,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,21/Nov/25 3:28 PM,27/Jan/26 12:17 PM,26/Jan/26 10:48 AM,,28/Nov/25 12:00 AM,0,,,,,"h3. *Requirements*

h4. *1. Fix Combined Report for Normal Valuation*

* Ensure that triggering the *Combined Report* button includes the *KYC section* that is found in the “Export KYC”

h4. *2. Exceptional Request: APA & GA Insurance*

* Implement *combined report generation* for APA and GA Insurance upon approval.
* Combined report must include:
*# Normal valuation report
*# KYC documentation 
* Reports should be *automatically sent upon approval*.",,Keval Garala,Peris Odhiambo,Shivam Vyas,,,,557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i00ail:,,,,,,,,,24/Nov/25 7:18 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;We’ll start working on it.,"24/Nov/25 11:49 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
We’ve checked SR-1516 and confirmed that the Combined Report *already includes the KYC report*.
All three reports are successfully attached within the Combined Report, so the KYC pages are already part of the output.
[https://login.solvit.limited/admin/valuation/275914|https://login.solvit.limited/admin/valuation/275914]
You can see above valuations report for reference.","26/Nov/25 10:20 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
Could you please review my notes and share your feedback as soon as possible.
We’re waiting for your confirmation. ","27/Nov/25 9:30 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] We had found some cases where the KYC report is empty even when there is existing KYC documents for example
[+https://login.solvit.limited/admin/valuation/+|https://login.solvit.limited/admin/valuation/275914]+266459+","27/Nov/25 9:39 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] Ok, we’ll check it and revert back to you.","01/Dec/25 8:19 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;Hi[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d], how far with this request?",01/Dec/25 2:24 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] We’ll try to finish it before Thursday.,"03/Dec/25 1:01 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 

We’ve completed this SR on the staging environment.
Please check it now and let us know if you find any issues or anything that needs attention.

*Note:* It will not work for old reports because those request reports have already been uploaded.","24/Dec/25 11:45 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
We have deployed [https://solvit-app.atlassian.net/browse/SR-1516|https://solvit-app.atlassian.net/browse/SR-1516|smart-link]  to production, and the OTP issue has been fixed.
Kindly check and let us know.","20/Jan/26 1:53 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
We’ve checked current behavior 
Reports are *not automatically sent upon approval* for some of these insurance companies.
Some insurers currently receive *only a valuation report PDF*, not a combined report.
There is *no standardized trigger* (e.g., web hook) from certain insurance companies to initiate report delivery.
If we want this behavior than we need web hook from insurance companies to send reports.

and when we download combined report than KYC document is already included ","21/Jan/26 8:49 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] This was the essence of this ticket when I raised it and I mentioned here:

* Implement *combined report generation* for APA and GA Insurance upon approval.
* Combined report must include:
*# Normal valuation report
*# KYC documentation
* Reports should be *automatically sent upon approval*

There is no webhook this was meant to be done specifically for these companies just to their portal/emails like how we normally send them valuations upon approval

Kindly correct it as this was clearly not completed as was requested. 

Also do a check to ensure that apart from the companies named the other insurance companies that may need a combined report when they click that button it attaches the KYC documents.","21/Jan/26 9:21 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] Currently, for all customers and insurance companies, we send the valuation report separately upon approval; combined reports are not sent.
We need to decide whether this change should apply *only to APA and GA Insurance* or be implemented *globally*, so that combined reports are sent by default for all customers and insurance companies.

Please provide your confirmation ","21/Jan/26 9:40 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] As initially stated on the requirements, the *combined report function was breaking and needed to be fixed.*

In addition I clearly *added an exception request* that required this change for combined reports be sent upon approval to be made for the named companies alone namely APA and GA.","21/Jan/26 9:55 AM;712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
I understand your point. However, as per our standard process, we first deploy the item to the staging environment, then submit it to you for review. After receiving your confirmation, we proceed with deploying it to production.

We assumed that the item was tested and validated on staging and that it was working as per your expectations. However, the issue was reported after a few days. To avoid such situations, it is important that all changes are thoroughly validated on the staging environment before we move them to production.

Changes raised after production deployment can impact system stability. For this instance, we will make the required adjustment. However, going forward, we request that all items be validated on staging first so we can confidently proceed with production deployment.

Thank you for your understanding and cooperation.","21/Jan/26 10:05 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f] 

Thank you for the clarification and for outlining your standard deployment process.

I understand and acknowledge the importance of validating all changes on the staging environment prior to production deployment, and I agree that this is best practice to maintain system stability.

In this specific case, the combined reports functionality was reviewed on staging and confirmed not to be breaking. However, the issue relates to *exceptional requests for specific clients (GA and APA)*, where validation cannot be fully completed on staging unless the reports are *approved in real time and actually sent out to the client from the production environment*.

Without confirmation from the client that the expected output has been received and meets their requirements, it becomes difficult to conclusively validate such cases while still in staging.

To avoid similar situations going forward, I believe it would be beneficial for us to build a culture where:

* Exceptional workflows are clearly identified early,
* Clarification is proactively sought where staging limitations exist

This will ensure that both teams are aligned and confident that requests are not only deployed but also *fully satisfied and correctly implemented* from a functional and business perspective.

I appreciate your support in making the necessary adjustment for this instance.

Thank you","21/Jan/26 11:52 AM;712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] As discussed during our call today, we will make the required adjustments and share an update with you.","22/Jan/26 8:43 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
We’ve checked current implementation:

* The Combined Report is generated only when the user clicks the “Download Combined Report” button.
* This report is generated on the fly, includes the valuation content only, and is directly downloaded (it is not stored in S3).
* Upon request approval, the system currently generates only the Normal Valuation Report.
* The valuation report is then shared with all associated users.
* No combined report is generated or sent automatically at the approval stage.

*Technical Consideration*
* Generating both the Valuation Report and the Combined Report at the time of approval will increase processing load.
* If done synchronously, this may impact approval performance, as multiple heavy report generations would occur at the same time.
* Additionally, since the combined report needs to be sent automatically, it would require generation and temporary storage (e.g., S3), unlike the current on-click download behavior.

Please let us know if you would like us to proceed with this approach or if further clarification is needed.","22/Jan/26 12:00 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;Hello[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] ,

This is well understood,

Just got another thought on the process
As the logbook is more critical in this whole process, could we just make an adjustment where on the normal valuation, the logbook image is also attached…ensuring the watermark and timestamps also still appear as the other vehicle images?

This should reduce the baggage for temporary storage and any performance related issues, right?",22/Jan/26 1:17 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] Let me check and update you.,26/Jan/26 10:48 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] I await your update,27/Jan/26 12:17 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d; We’ve checked and confirmed it’s easy to maintain. We’ll update you once completed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Progress,21/Nov/25 3:28 PM
Lyons Integration on staging,SR-1518,14221,Task,Todo,SR,Support,software,Esther,5f76d891e31b69006f9b1873,,Highest,,Shivam Vyas,712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f,Peris Odhiambo,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,Peris Odhiambo,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,20/Jan/26 9:18 AM,22/Jan/26 7:11 AM,21/Jan/26 3:41 PM,,,0,,,,,"We have received confirmation from our client *Lyons* that they have completed system integration on their end. We are now required to *push valuation reports* to the provided webhook URL for end-to-end testing, from our staging app, kindly also send the latest staging build apk

[https://lyson.mycloudims.com/api/call-back-solveit-valuer-url|https://lyson.mycloudims.com/api/call-back-solveit-valuer-url]",,Keval Garala,Peris Odhiambo,Shivam Vyas,,,,557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d,712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc,712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,0|i00aj1:,,,,,,,,,"20/Jan/26 9:27 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
Could you please share the web hook payload structure so we can get a better understanding of the fields that need to be pushed from our side?

Additionally, please confirm how the valuation report PDF should be sent: As a downloadable URL?","20/Jan/26 9:35 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] Hello Keval,

Everything else, including the payload structure, is as outlined on the API documentation we currently have as that it what they were following
It should be a downloadable URL","20/Jan/26 11:42 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
We’ve trying to call a web hook in my local environment, but I’m encountering an error that says *“Empty Request Id.”*
We have already added {{request_id}} to the request payload, but the error still persists.

Could you please help us understand why this is happening and how to resolve it?","20/Jan/26 12:05 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d]Can the webhook really be tested in isolation? Since they have already sent in a valuation request, are you triggering it with the existing request ID on staging?
As I am thinking it must be triggered from an actual valuation record.","20/Jan/26 12:10 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] yes, 
I’ve created a new valuation for *Lyson Insurance* using the API. However, when we try to approve the request, we receive an error saying *“EMPTY REQUEST ID.”*

Could you please confirm with Lyson Insurance what exact field name they expect for the request ID in the payload?
For example, should it be {{request_id}}, {{requestID}}, or something else?

Your clarification on the correct payload format would be very helpful.","20/Jan/26 2:26 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] 

Hello this is the resopnse I have gotten from Lyons:

The payload should have “initiate_request_id” parameter which is the same as the RequestId I get when submitting for valuation.

I’ve done an update to decode the json data received from the payload. I request you try now please.","21/Jan/26 8:33 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Good Morning, [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
We’ve completed this from our side in staging environment kindly check and let us know if any issue occurs.","21/Jan/26 8:42 AM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] Good morning,

Kindly quickly share the latest apk build for staging","21/Jan/26 2:15 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d] Hello Keval,

Thank you we have tested this and it works fine
I would like to ask you to implement the same for production using the same URL","21/Jan/26 3:24 PM;712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc]

Thanks for confirming that you tested the app on staging and approved it for publishing on the Play Store.

My recommendation is that, since we are close to ticket 1517 and there are a few related app changes as well, we should include both tickets in a single app deployment. This will help keep everything aligned and avoid multiple releases.

Additionally, during our QA testing of both the app and the web, we identified a few issues from our side, which have already been fixed. These fixes can also be included in the upcoming deployment.

Please share your thoughts on this approach so we can proceed accordingly.","21/Jan/26 3:27 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f] I would like to first confirm, is this webhook integration related to any app changes?
Asking because it was previously independent of app deployments.



Addidtionally, what issues have you identified ?","21/Jan/26 3:31 PM;712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc]  No, the latest app changes are not related to the webhook task.

We reviewed the items and found that some were not actual issues but minor corrections and a few request-form–related adjustments. We have fixed those accordingly.*","21/Jan/26 3:44 PM;712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc;[~accountid:712020:1eddb609-ce8e-415d-a9f4-4cacf1e9184f] As this change is not related to app changes, my suggestion would be as this company would like to initiate requests as soon as possible let’s not depend on the app approval timeline and have this deployed as soon as possible.

Then we can discuss the other pending changes and fixes separately.","21/Jan/26 3:54 PM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;[~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
Just to confirm you aiming to deploy only this [https://solvit-app.atlassian.net/browse/SR-1518|https://solvit-app.atlassian.net/browse/SR-1518|smart-link] ?","22/Jan/26 7:11 AM;557058:a5ff4af3-8ca3-48b2-97b8-555752f6dd3d;Hello [~accountid:712020:40e61868-0b35-48a8-8a7c-01d6cc90eccc] 
Good Morning,

We have deployed this SR to production. Kindly review it, and if you encounter any issues, please let us know.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Progress,20/Jan/26 9:18 AM
